,Unnamed: 0,categories,text,text_full,main_category,label_mid,label_high
1035,1522,"79 Ustawa o zawodach lekarza i lekarza dentysty, 91 Ustawa Kodeks pracy","['czy dla lekarza rezydenta priorytetem jest zapewnienie ciągłości pracy w oddziale macierzystym, czy też oddziale sor?', 'czy dla lekarza rezydenta priorytetem jest odbywanie szkolenia specjalizacyjnego zgodnie z programem specjalizacji czy zapewnianie ciągłości pracy w oddziałach niebędących oddziałami macierzystymi, które nie są faktycznym miejscem odbywania specjalizacji?', 'czy lekarz rezydent chirurgii może (na podstawie umowy o pracę) odbywać dyżury niezwiązane z programem specjalizacji bez bezpośredniego nadzoru specjalisty lub kierownika specjalizacji?', 'czy klientka ma możliwość odmowy odbywania dyżurów na sor-ze ze skutkiem natychmiastowym?']",czy dla lekarza rezydenta priorytetem jest zapewnienie ciągłości pracy w oddziale macierzystym czy też oddziale sor czy dla lekarza rezydenta priorytetem jest odbywanie szkolenia specjalizacyjnego zgodnie z programem specjalizacji czy zapewnianie ciągłości pracy w oddziałach niebędących oddziałami macierzystymi które nie są faktycznym miejscem odbywania specjalizacji czy lekarz rezydent chirurgii może na podstawie umowy o pracę odbywać dyżury niezwiązane z programem specjalizacji bez bezpośredniego nadzoru specjalisty lub kierownika specjalizacji czy klientka ma możliwość odmowy odbywania dyżurów na sorze ze skutkiem natychmiastowym,ustawa o zawodach lekarza i lekarza dentysty,ustawa o zawodach lekarza i lekarza dentysty,prawo medyczne
1036,1523,112 Prawo cywilne procesowe,['jak klient powinien zachować się w związku z otrzymanym wezwaniem na przesłuchanie \nw charakterze świadka?'],jak klient powinien zachować się w związku z otrzymanym wezwaniem na przesłuchanie w charakterze świadka,prawo cywilne procesowe,prawo cywilne procesowe,prawo cywilne
1037,1524,36 Prawo konsumenckie,"['czy zakup miał charakter konsumencki?', 'czy klient zobowiązany jest do przyjęcia zwrotu towaru?']",czy zakup miał charakter konsumencki czy klient zobowiązany jest do przyjęcia zwrotu towaru,prawo konsumenckie,prawo administracyjne materialne,prawo administracyjne
1038,1525,112 Prawo cywilne procesowe,"['w jaki sposób klient może dowodzić, iż wskazane przez jego byłą żonę dochody są zaniżone?']",w jaki sposób klient może dowodzić iż wskazane przez jego byłą żonę dochody są zaniżone,prawo cywilne procesowe,prawo cywilne procesowe,prawo cywilne
1039,1526,114 Rzeczowe,['czy możliwe jest darowanie mieszkania bez przenoszenia kredytu?'],czy możliwe jest darowanie mieszkania bez przenoszenia kredytu,rzeczowe,rzeczowe,prawo cywilne
1040,1528,118 Ubezpieczeniowe,['czy ubezpieczenie całego podmiotu leczniczego jest obowiązkowe czy dobrowolne?'],czy ubezpieczenie całego podmiotu leczniczego jest obowiązkowe czy dobrowolne,ubezpieczeniowe,ubezpieczeniowe,prawo cywilne
1041,1529,"89 Inne - praw medyczne, 179 Ustawa o izbach aptekarskich","['czy kierownik apteki może podpisać zestawienie refundacyjne podczas przebywania na zwolnieniu lekarskim?', 'czy klientka może podpisać zestawienie refundacyjne?']",czy kierownik apteki może podpisać zestawienie refundacyjne podczas przebywania na zwolnieniu lekarskim czy klientka może podpisać zestawienie refundacyjne,inne  praw medyczne,inne â praw medyczne,prawo medyczne
1042,1530,"74 Ustawa Kodeks karny, 79 Ustawa o zawodach lekarza i lekarza dentysty, 115 Zobowiązania","['czy klient powinien zwrócić klientce koszty leczenia?', 'co może zrobić klient w związku z tym, iż czuje się nękany?']",czy klient powinien zwrócić klientce koszty leczenia co może zrobić klient w związku z tym iż czuje się nękany,ustawa kodeks karny,prawo karne materialne,prawo karne
1043,1531,169 Dodatek COVID-19,['czy lekarzowi pracującemu na oddziale sor przysługuje tzw. „dodatek covidowy”?'],czy lekarzowi pracującemu na oddziale sor przysługuje tzw dodatek covidowy,dodatek covid,covid,prawo medyczne
1044,1534,118 Ubezpieczeniowe,[],,ubezpieczeniowe,ubezpieczeniowe,prawo cywilne
1045,1535,"15 Prawo ochrony danych osobowych, 77 Ustawa o prawach pacjenta i Rzeczniku Praw Pacjenta, 79 Ustawa o zawodach lekarza i lekarza dentysty, 175 Dokumenty/Pisma pozaprocesowe",['jakie dokumenty powinna podpisać matka małoletniego dziecka podczas pierwszej wizyty w gabinecie (oprócz dokumentów związanych z covid)?'],jakie dokumenty powinna podpisać matka małoletniego dziecka podczas pierwszej wizyty w gabinecie oprócz dokumentów związanych z covid,prawo ochrony danych osobowych,prawo administracyjne materialne,prawo administracyjne
1046,1536,15 Prawo ochrony danych osobowych,['czy wykreślenie niektórych zapisów przepisu o ochronie danych osobowych w załączonym pliku jest zgodne z prawem?'],czy wykreślenie niektórych zapisów przepisu o ochronie danych osobowych w załączonym pliku jest zgodne z prawem,prawo ochrony danych osobowych,prawo administracyjne materialne,prawo administracyjne
1047,1542,"91 Ustawa Kodeks pracy, 109 Inne - praw pracy",['czy w obecnym stanie inspekcja pracy może przeprowadzić kontrolę u pracodawcy klientki i\xa0poprowadzić w jej imieniu sprawę o wypłatę wynagrodzenia za zaległy urlop w późniejszym terminie?'],czy w obecnym stanie inspekcja pracy może przeprowadzić kontrolę u pracodawcy klientki ipoprowadzić w jej imieniu sprawę o wypłatę wynagrodzenia za zaległy urlop w późniejszym terminie,ustawa kodeks pracy,ustawa kodeks pracy,prawo pracy
1048,1545,164 COVID-19,"['czy przychodnia może zaszczepić z pozostałych szczepionek pracowników medycznych spoza placówki zapisanych na szczepienie, ale nie mających skierowania w systemie?', 'kto odpowiada za zachowanie kolejności szczepień zgodnie z planem?']",czy przychodnia może zaszczepić z pozostałych szczepionek pracowników medycznych spoza placówki zapisanych na szczepienie ale nie mających skierowania w systemie kto odpowiada za zachowanie kolejności szczepień zgodnie z planem,covid,covid,prawo medyczne
1049,1549,118 Ubezpieczeniowe,['czy klient może uniknąć płacenia opłaty?'],czy klient może uniknąć płacenia opłaty,ubezpieczeniowe,ubezpieczeniowe,prawo cywilne
1050,1551,114 Rzeczowe,"['czy wprowadzenie przez urząd miasta podwyżki jest zasadne i czy może ona być dokonana ze skutkiem wstecznym?', 'co grozi poprzedniej właścicielce, jeśli nie wyrazi zgody na podwyżkę?']",czy wprowadzenie przez urząd miasta podwyżki jest zasadne i czy może ona być dokonana ze skutkiem wstecznym co grozi poprzedniej właścicielce jeśli nie wyrazi zgody na podwyżkę,rzeczowe,rzeczowe,prawo cywilne
1051,1552,114 Rzeczowe,['czy zakup nieruchomości obciążonej hipoteką jest bezpieczny?'],czy zakup nieruchomości obciążonej hipoteką jest bezpieczny,rzeczowe,rzeczowe,prawo cywilne
1052,1556,91 Ustawa Kodeks pracy,['czy pracodawca może zobowiązać klienta do pracy w innym oddziale w ramach tzw. „alokacji”?'],czy pracodawca może zobowiązać klienta do pracy w innym oddziale w ramach tzw alokacji,ustawa kodeks pracy,ustawa kodeks pracy,prawo pracy
1053,1558,"79 Ustawa o zawodach lekarza i lekarza dentysty, 115 Zobowiązania","['w jaki sposób klientka powinna uregulować koszty pracy innego lekarza w zakresie poszerzenia kompozytem jednego z zębów?', 'czy pacjentka ma prawo oczekiwać ode klientki zwrotu kosztów leczenia u innego ortodonty?', 'w jaki sposób powinna zachować się klientka w celu polubownego rozwiązania sporu?']",w jaki sposób klientka powinna uregulować koszty pracy innego lekarza w zakresie poszerzenia kompozytem jednego z zębów czy pacjentka ma prawo oczekiwać ode klientki zwrotu kosztów leczenia u innego ortodonty w jaki sposób powinna zachować się klientka w celu polubownego rozwiązania sporu,ustawa o zawodach lekarza i lekarza dentysty,ustawa o zawodach lekarza i lekarza dentysty,prawo medyczne
1054,1560,179 Ustawa o izbach aptekarskich,['czy wykonywanie pracy jako farmaceuta na podstawie umowy cywilnoprawnej może zakończyć okres przerwy w wykonywaniu zawodu?'],czy wykonywanie pracy jako farmaceuta na podstawie umowy cywilnoprawnej może zakończyć okres przerwy w wykonywaniu zawodu,ustawa o izbach aptekarskich,ustawa o izbach aptekarskich,prawo farmaceutyczne
1055,1561,179 Ustawa o izbach aptekarskich,"['czy składki na okręgowe izby aptekarskie są na terenie całego kraju w takiej samej wysokości? czy każda izba z osobna ustala ich wysokość?', 'czy zmiana miejsca zamieszkania (przeniesienie się do innej izby) wpływa na wysokość składek na izbę?', 'kto może być zwolniony z opłacania składek na okręgową izbę aptekarską? kto może płacić niższe składki?', 'jaką składkę na okręgowa izbę lekarską płacą renciści niewykonujący zawodu oraz wykonujący zawód w niepełnym wymiarze czasu pracy?']",czy składki na okręgowe izby aptekarskie są na terenie całego kraju w takiej samej wysokości czy każda izba z osobna ustala ich wysokość czy zmiana miejsca zamieszkania przeniesienie się do innej izby wpływa na wysokość składek na izbę kto może być zwolniony z opłacania składek na okręgową izbę aptekarską kto może płacić niższe składki jaką składkę na okręgowa izbę lekarską płacą renciści niewykonujący zawodu oraz wykonujący zawód w niepełnym wymiarze czasu pracy,ustawa o izbach aptekarskich,ustawa o izbach aptekarskich,prawo farmaceutyczne
1056,1562,73 Prawo karne wykroczeniowe,"['w jakim zakresie rodzic odpowiada za złamanie kwarantanny przez czternastoletnie dziecko?', 'w jakim zakresie czternastoletnie dziecko odpowiada za złamanie kwarantanny?']",w jakim zakresie rodzic odpowiada za złamanie kwarantanny przez czternastoletnie dziecko w jakim zakresie czternastoletnie dziecko odpowiada za złamanie kwarantanny,prawo karne wykroczeniowe,prawo karne wykroczeniowe,prawo karne
1057,1563,114 Rzeczowe,['czy wspólnota mieszkaniowa może odmówić dostępu do budynku wielorodzinnego przedsiębiorstwu telekomunikacyjnemu?'],czy wspólnota mieszkaniowa może odmówić dostępu do budynku wielorodzinnego przedsiębiorstwu telekomunikacyjnemu,rzeczowe,rzeczowe,prawo cywilne
1059,1567,"171 Ustawa o izbach lekarskich, 181 Kodeks Etyki Lekarskiej ",['czy istnieje możliwość pociągnięcia do odpowiedzialności zawodowej biegłego lekarza za treść opinii?'],czy istnieje możliwość pociągnięcia do odpowiedzialności zawodowej biegłego lekarza za treść opinii,ustawa o izbach lekarskich,ustawa o izbach lekarskich,prawo medyczne
1060,1568,165 Szczepienia COVID-19,"['czy kombatant, inwalida wojenny ma pierwszeństwo w przypadku szczepienia covidowego?']",czy kombatant inwalida wojenny ma pierwszeństwo w przypadku szczepienia covidowego,szczepienia covid,covid,prawo medyczne
1062,1571,89 Inne - praw medyczne,"['czy lekarz może wnosić o zapłatę za stwierdzenie zgonu, jeżeli jego umowa o pełnienie dyżurów medycznych nie przewiduje takich obowiązków?']",czy lekarz może wnosić o zapłatę za stwierdzenie zgonu jeżeli jego umowa o pełnienie dyżurów medycznych nie przewiduje takich obowiązków,inne  praw medyczne,inne â praw medyczne,prawo medyczne
1063,1574,114 Rzeczowe,['czy jako osoba fizyczna wynajmująca mieszkanie klient może wystawić najemcy dokument „kasa przyjęła”?'],czy jako osoba fizyczna wynajmująca mieszkanie klient może wystawić najemcy dokument kasa przyjęła,rzeczowe,rzeczowe,prawo cywilne
1064,1575,169 Dodatek COVID-19,"['czy prezes szpitala może odliczyć od należnego lekarzowi dodatku covidowego kwotę, którą dotychczas wypłacił za dobrowolną pracę na oddziale covidowym (ustaloną na podstawie październikowego aneksu do umowy cywilnoprawnej)?']",czy prezes szpitala może odliczyć od należnego lekarzowi dodatku covidowego kwotę którą dotychczas wypłacił za dobrowolną pracę na oddziale covidowym ustaloną na podstawie październikowego aneksu do umowy cywilnoprawnej,dodatek covid,covid,prawo medyczne
1065,1576,"112 Prawo cywilne procesowe, 116 Spadkowe","['czy klientka może wraz z siostrą wystąpić do sądu o zgodny dział spadku po ich matce, czy należy poczekać na otwarcie testamentu po babci?', 'czy przed otwarciem testamentu klientka powinna uzyskać akt poświadczenia dziedziczenia po babci czy wystarczy, że podczas ogłoszenia testamentu przedstawi postanowienie sądu o\xa0stwierdzeniu nabycia spadku po swojej matce?', 'czy we wniosku o dział spadku po matce klientki konieczne jest wymienienie wszystkich darowizn otrzymanych od matki klientki oraz dołączenie potwierdzeń przelewu lub umów darowizny?', 'czy jeżeli we wniosku o zgodny dział spadku nie zostanie wymieniona któraś z darowizn, to czy można tę darowiznę uwzględnić przy dochodzeniu zachowku?']",czy klientka może wraz z siostrą wystąpić do sądu o zgodny dział spadku po ich matce czy należy poczekać na otwarcie testamentu po babci czy przed otwarciem testamentu klientka powinna uzyskać akt poświadczenia dziedziczenia po babci czy wystarczy że podczas ogłoszenia testamentu przedstawi postanowienie sądu ostwierdzeniu nabycia spadku po swojej matce czy we wniosku o dział spadku po matce klientki konieczne jest wymienienie wszystkich darowizn otrzymanych od matki klientki oraz dołączenie potwierdzeń przelewu lub umów darowizny czy jeżeli we wniosku o zgodny dział spadku nie zostanie wymieniona któraś z darowizn to czy można tę darowiznę uwzględnić przy dochodzeniu zachowku,prawo cywilne procesowe,prawo cywilne procesowe,prawo cywilne
1066,1577,114 Rzeczowe,['czy wspólnota może żądać od spółki x usunięcia wygrawerowanych liter?'],czy wspólnota może żądać od spółki x usunięcia wygrawerowanych liter,rzeczowe,rzeczowe,prawo cywilne
1067,1578,"91 Ustawa Kodeks pracy, 109 Inne - praw pracy","['czy pracodawca może potrącić z wynagrodzenia wypłaconą uprzednio nadwyżkę z powodu nieprawidłowo wyliczonej stawki za urlop wypoczynkowy?', 'czy klientka może domagać się jakiejś rekompensaty?']",czy pracodawca może potrącić z wynagrodzenia wypłaconą uprzednio nadwyżkę z powodu nieprawidłowo wyliczonej stawki za urlop wypoczynkowy czy klientka może domagać się jakiejś rekompensaty,ustawa kodeks pracy,ustawa kodeks pracy,prawo pracy
1068,1580,169 Dodatek COVID-19,"['czy klient powinien podpisać przesłane oświadczenie z datą wsteczną?', 'czy jeżeli klient zrezygnuje z pracy w danym podmiocie leczniczym, utraci prawo do wypłaty dodatku za przepracowane miesiące, w trakcie których spełniał przesłanki warunkujące przysługiwaniu dodatku covidowego?']",czy klient powinien podpisać przesłane oświadczenie z datą wsteczną czy jeżeli klient zrezygnuje z pracy w danym podmiocie leczniczym utraci prawo do wypłaty dodatku za przepracowane miesiące w trakcie których spełniał przesłanki warunkujące przysługiwaniu dodatku covidowego,dodatek covid,covid,prawo medyczne
1069,1584,"79 Ustawa o zawodach lekarza i lekarza dentysty, 91 Ustawa Kodeks pracy, 115 Zobowiązania",['czy szpital może żądać od klienta zwrotu części wynagrodzenia w zaistniałych okolicznościach?'],czy szpital może żądać od klienta zwrotu części wynagrodzenia w zaistniałych okolicznościach,ustawa o zawodach lekarza i lekarza dentysty,ustawa o zawodach lekarza i lekarza dentysty,prawo medyczne
1070,1586,114 Rzeczowe,['czy projekt uchwały został sporządzony w sposób prawidłowy?'],czy projekt uchwały został sporządzony w sposób prawidłowy,rzeczowe,rzeczowe,prawo cywilne
1071,1589,"74 Ustawa Kodeks karny, 91 Ustawa Kodeks pracy, 171 Ustawa o izbach lekarskich",['jak kształtuje się odpowiedzialność karna i cywilna lekarza zatrudnionego na podstawie umowy o pracę?'],jak kształtuje się odpowiedzialność karna i cywilna lekarza zatrudnionego na podstawie umowy o pracę,ustawa kodeks karny,prawo karne materialne,prawo karne
1072,1590,59 Ustawa Prawo farmaceutyczne,"['czy umowa dystrybucyjna powinna wskazywać osoby odpowiadające za wstrzymanie i\xa0wycofanie produktów leczniczych?', 'czy osoby odpowiedzialne za reklamacje wyznaczone przez strony umowy odpowiadają również za reklamacje jakościowe?', 'czy dystrybutor powinien wskazać osobę odpowiedzialną? czy odpowiedzialność za jakość produktu leczniczego może zostać przerzucona wyłącznie na dystrybutora i wyznaczoną przez niego osobę odpowiedzialną?', 'czy umowa powinna określać procedury jakościowe?', 'czy umowa jakościowa podlega zgłoszeniu do gif-u?']",czy umowa dystrybucyjna powinna wskazywać osoby odpowiadające za wstrzymanie iwycofanie produktów leczniczych czy osoby odpowiedzialne za reklamacje wyznaczone przez strony umowy odpowiadają również za reklamacje jakościowe czy dystrybutor powinien wskazać osobę odpowiedzialną czy odpowiedzialność za jakość produktu leczniczego może zostać przerzucona wyłącznie na dystrybutora i wyznaczoną przez niego osobę odpowiedzialną czy umowa powinna określać procedury jakościowe czy umowa jakościowa podlega zgłoszeniu do gifu,ustawa prawo farmaceutyczne,ustawa prawo farmaceutyczne,prawo farmaceutyczne
1073,1591,91 Ustawa Kodeks pracy,"['o ile wcześniej pracownik musi uprzedzić pracodawcę, że ten chce skorzystać z urlopu na żądanie?', 'czy pracodawca może zasłaniać się argumentem, że brak jest pracowników i z tego powodu nie udzieli pracownikowi urlopu? (gdzie pracownicy wskazują, że w zakładzie pracy pracuje dostatecznie dużo pracowników aby móc skorzystać z tego urlopu)', 'czy pracownik, dzwoniąc do dyspozytora, który w danym czasie pełni obowiązki bezpośredniego przełożonego, musi dodatkowo takie żądanie skierować do niebezpośredniego przełożonego? czy wystarczy poinformowanie bezpośredniego przełożonego?']",o ile wcześniej pracownik musi uprzedzić pracodawcę że ten chce skorzystać z urlopu na żądanie czy pracodawca może zasłaniać się argumentem że brak jest pracowników i z tego powodu nie udzieli pracownikowi urlopu gdzie pracownicy wskazują że w zakładzie pracy pracuje dostatecznie dużo pracowników aby móc skorzystać z tego urlopu czy pracownik dzwoniąc do dyspozytora który w danym czasie pełni obowiązki bezpośredniego przełożonego musi dodatkowo takie żądanie skierować do niebezpośredniego przełożonego czy wystarczy poinformowanie bezpośredniego przełożonego,ustawa kodeks pracy,ustawa kodeks pracy,prawo pracy
1074,1592,"59 Ustawa Prawo farmaceutyczne, 179 Ustawa o izbach aptekarskich","['jaki jest właściwy tryb załatwienia wszelkich formalności związanych z pełnieniem funkcji kierownika działu farmacji szpitalnej? czy obecny kierownik powinien zgłosić zastępstwo czy powinna być opiniowana nowa osoba na okres zastępstwa?', 'czy w dziale farmacji szpitalnej klientka powinna składać podanie o rękojmie do izby aptekarskiej czy tylko zgłosić to do wojewódzkiego inspektora farmaceutycznego?']",jaki jest właściwy tryb załatwienia wszelkich formalności związanych z pełnieniem funkcji kierownika działu farmacji szpitalnej czy obecny kierownik powinien zgłosić zastępstwo czy powinna być opiniowana nowa osoba na okres zastępstwa czy w dziale farmacji szpitalnej klientka powinna składać podanie o rękojmie do izby aptekarskiej czy tylko zgłosić to do wojewódzkiego inspektora farmaceutycznego,ustawa prawo farmaceutyczne,ustawa prawo farmaceutyczne,prawo farmaceutyczne
1075,1595,169 Dodatek COVID-19,"['czy za nadzór nad oddziałem przysługuje dodatek covidowy?', 'czy dodatek covidowy, to jedyne środki pieniężne z nfz przeznaczone dla personelu mającego kontakt z pacjentami z podejrzeniem i z zakażeniem wirusem sars-cov-2?']",czy za nadzór nad oddziałem przysługuje dodatek covidowy czy dodatek covidowy to jedyne środki pieniężne z nfz przeznaczone dla personelu mającego kontakt z pacjentami z podejrzeniem i z zakażeniem wirusem sarscov,dodatek covid,covid,prawo medyczne
1076,1596,"91 Ustawa Kodeks pracy, 109 Inne - praw pracy","['czy przebywając na urlopie rodzicielskim klientka może podjąć pracę na um w lublinie (czyli u jej pracodawcy) na pół etatu na podstawie umowy o pracę? czy nie straci wtedy uprawnień do otrzymywania zasiłku macierzyńskiego?', 'jeśli umowa o pracę nie jest możliwa, czy ewentualnie klientka może być zatrudniona na podstawie umowy zlecenia lub umowy o dzieło?']",czy przebywając na urlopie rodzicielskim klientka może podjąć pracę na um w lublinie czyli u jej pracodawcy na pół etatu na podstawie umowy o pracę czy nie straci wtedy uprawnień do otrzymywania zasiłku macierzyńskiego jeśli umowa o pracę nie jest możliwa czy ewentualnie klientka może być zatrudniona na podstawie umowy zlecenia lub umowy o dzieło,ustawa kodeks pracy,ustawa kodeks pracy,prawo pracy
1077,1597,"73 Prawo karne wykroczeniowe, 164 COVID-19","['co powinien w tej sytuacji zrobić klient, czy i do kiedy należy się gdzieś zgłosić celem poinformowania o powrocie z zagranicy?', 'czy przy zgłoszeniu się na kwarantannę istnieje jakaś kara za opóźnienie takiego zgłoszenia i czy klient może ukryć datę rzeczywistego powrotu do kraju?']",co powinien w tej sytuacji zrobić klient czy i do kiedy należy się gdzieś zgłosić celem poinformowania o powrocie z zagranicy czy przy zgłoszeniu się na kwarantannę istnieje jakaś kara za opóźnienie takiego zgłoszenia i czy klient może ukryć datę rzeczywistego powrotu do kraju,prawo karne wykroczeniowe,prawo karne wykroczeniowe,prawo karne
1078,1598,"20 Prawo budowlane, 83 Ustawa o działalności leczniczej","['czy gabinet stomatologiczny działający w ramach indywidualnej praktyki lekarskiej, zlokalizowany na parterze budynku mieszkalnego, do którego wejście znajduje się przez wspólną klatkę schodową spełnia wymogi dla warunków lokalowych takiego gabinetu?']",czy gabinet stomatologiczny działający w ramach indywidualnej praktyki lekarskiej zlokalizowany na parterze budynku mieszkalnego do którego wejście znajduje się przez wspólną klatkę schodową spełnia wymogi dla warunków lokalowych takiego gabinetu,prawo budowlane,prawo administracyjne materialne,prawo administracyjne
1079,1599,169 Dodatek COVID-19,"['w jaki sposób może dalej działać klient, aby wyegzekwować dodatek covidowy?']",w jaki sposób może dalej działać klient aby wyegzekwować dodatek covidowy,dodatek covid,covid,prawo medyczne
1080,1600,169 Dodatek COVID-19,['czy lekarce przysługuje do wynagrodzenia tzw. dodatek covidowy oraz od kogo może go wyegzekwować?'],czy lekarce przysługuje do wynagrodzenia tzw dodatek covidowy oraz od kogo może go wyegzekwować,dodatek covid,covid,prawo medyczne
1081,1601,169 Dodatek COVID-19,"['jakie kroki powinni podjąć lekarze, aby uzyskać dodatek 100% do wynagrodzenia z tytułu pracy w ramach oddziału do zwalczania covid-19?']",jakie kroki powinni podjąć lekarze aby uzyskać dodatek  do wynagrodzenia z tytułu pracy w ramach oddziału do zwalczania covid,dodatek covid,covid,prawo medyczne
1082,1602,"169 Dodatek COVID-19, 175 Dokumenty/Pisma pozaprocesowe","['czy klientowi przysługuje 100% dodatek do wynagrodzenia?', 'w jaki sposób można wyegzekwować zapłatę dodatku do wynagrodzenia?', 'kiedy należy wystosować wezwanie do zapłaty zaległego dodatku do wynagrodzenia?']",czy klientowi przysługuje  dodatek do wynagrodzenia w jaki sposób można wyegzekwować zapłatę dodatku do wynagrodzenia kiedy należy wystosować wezwanie do zapłaty zaległego dodatku do wynagrodzenia,dodatek covid,covid,prawo medyczne
1083,1603,169 Dodatek COVID-19,"['czy klientowi przysługuje 100% dodatek do wynagrodzenia za cały dyżur czy tylko za jego część?', 'czy w związku z tym klientka powinna czekać na wypłatę dodatku i następnie się odwoływać od jego nieprawidłowej wysokości?', 'czy sprawę od razu przekazać prawnikom?']",czy klientowi przysługuje  dodatek do wynagrodzenia za cały dyżur czy tylko za jego część czy w związku z tym klientka powinna czekać na wypłatę dodatku i następnie się odwoływać od jego nieprawidłowej wysokości czy sprawę od razu przekazać prawnikom,dodatek covid,covid,prawo medyczne
1084,1604,"69 Prawo karne procesowe, 79 Ustawa o zawodach lekarza i lekarza dentysty",['jakie są prawa i obowiązki klienta na przesłuchaniu w charakterze świadka?'],jakie są prawa i obowiązki klienta na przesłuchaniu w charakterze świadka,prawo karne procesowe,prawo karne procesowe,prawo karne
1085,1605,91 Ustawa Kodeks pracy,['czy pracodawca mógł wypowiedzieć umowę o pracę na czas określony?'],czy pracodawca mógł wypowiedzieć umowę o pracę na czas określony,ustawa kodeks pracy,ustawa kodeks pracy,prawo pracy
1086,1606,"79 Ustawa o zawodach lekarza i lekarza dentysty, 91 Ustawa Kodeks pracy","['czy klientka może zrezygnować z odbywania dyżurów w związku z opieką nad 13-miesięcznym dzieckiem? czy dotyczy to tylko dyżurów samodzielnych czy może również towarzyszących?', 'czy klientka będzie musiała „odrobić” dyżury, których nie pełniła z powodów zdrowotnych gdy pracowała będąc w ciąży w 2019 r.?']",czy klientka może zrezygnować z odbywania dyżurów w związku z opieką nad miesięcznym dzieckiem czy dotyczy to tylko dyżurów samodzielnych czy może również towarzyszących czy klientka będzie musiała odrobić dyżury których nie pełniła z powodów zdrowotnych gdy pracowała będąc w ciąży w  r,ustawa o zawodach lekarza i lekarza dentysty,ustawa o zawodach lekarza i lekarza dentysty,prawo medyczne
1087,1607,59 Ustawa Prawo farmaceutyczne,"['czy klientka może zrealizować receptę ze zniżką, jeżeli zawiera ona wszystkie wymagane prawem elementy, ale oddział nfz 07 jest w całości w polu uprawnień dodatkowych?']",czy klientka może zrealizować receptę ze zniżką jeżeli zawiera ona wszystkie wymagane prawem elementy ale oddział nfz  jest w całości w polu uprawnień dodatkowych,ustawa prawo farmaceutyczne,ustawa prawo farmaceutyczne,prawo farmaceutyczne
1088,1608,"59 Ustawa Prawo farmaceutyczne, 79 Ustawa o zawodach lekarza i lekarza dentysty",['czy klientka może zrealizować receptę ze zniżką na lek z wykazu a wypisaną przez lekarza stażystę?'],czy klientka może zrealizować receptę ze zniżką na lek z wykazu a wypisaną przez lekarza stażystę,ustawa prawo farmaceutyczne,ustawa prawo farmaceutyczne,prawo farmaceutyczne
1089,1609,109 Inne - praw pracy,['czy komisja socjalno-bytowa może żądać od klientki przedstawienia zarobków rodziców?'],czy komisja socjalnobytowa może żądać od klientki przedstawienia zarobków rodziców,inne  praw pracy,inne  praw pracy,prawo pracy
1090,1610,"112 Prawo cywilne procesowe, 116 Spadkowe","['czy i w jaki sposób klientka jest w stanie obecnie wyegzekwować wydanie świadectwa pracy, aby móc ubiegać się o rentę po zmarłym, jeżeli postępowanie sądowe w sprawie wydania świadectwa toczyło się przed śmiercią męża klientki?', 'czy umowa kredytu (nieubezpieczonego), którą przesłała klientka, rozwiązuje się z chwilą śmierci kredytobiorcy? czy klientka obecnie może spłacić kredyt?']",czy i w jaki sposób klientka jest w stanie obecnie wyegzekwować wydanie świadectwa pracy aby móc ubiegać się o rentę po zmarłym jeżeli postępowanie sądowe w sprawie wydania świadectwa toczyło się przed śmiercią męża klientki czy umowa kredytu nieubezpieczonego którą przesłała klientka rozwiązuje się z chwilą śmierci kredytobiorcy czy klientka obecnie może spłacić kredyt,prawo cywilne procesowe,prawo cywilne procesowe,prawo cywilne
1091,1611,79 Ustawa o zawodach lekarza i lekarza dentysty,"['czy obecnie możliwe jest oddelegowanie lekarzy rezydentów do wykonywania zadań, które nie są przewidziane w programie specjalizacji?']",czy obecnie możliwe jest oddelegowanie lekarzy rezydentów do wykonywania zadań które nie są przewidziane w programie specjalizacji,ustawa o zawodach lekarza i lekarza dentysty,ustawa o zawodach lekarza i lekarza dentysty,prawo medyczne
1093,1613,89 Inne - praw medyczne,['czy i od kiedy obowiązkowe jest prowadzenie dokumentacji medycznej w wersji elektronicznej?'],czy i od kiedy obowiązkowe jest prowadzenie dokumentacji medycznej w wersji elektronicznej,inne  praw medyczne,inne â praw medyczne,prawo medyczne
1094,1614,79 Ustawa o zawodach lekarza i lekarza dentysty,['czy klientowi po dyżurze 24h w sobotę może przysługiwać dzień wolny w dni powszednie?'],czy klientowi po dyżurze h w sobotę może przysługiwać dzień wolny w dni powszednie,ustawa o zawodach lekarza i lekarza dentysty,ustawa o zawodach lekarza i lekarza dentysty,prawo medyczne
