text_full;label_high;;;;;
czy otrzymywanie przez pracowników innego wynagrodzenia za wykonywanie tej samej pracy tych samych obowiązków i ponoszenie tej samej odpowiedzialności może być traktowane jako nierówne traktowanie czy pracodawca może zakazać pracownikom rozmów o zarobkach mimo braku takiego postanowienia w umowie o pracę;prawo pracy;;;;;
czy i kiedy pracodawca może odwołać pracownika z dodatkowego urlopu wypoczynkowego przysługującego osobom zatrudnionym w równoważnym systemie czasu pracy zgodniez regulaminem pracy;prawo pracy;;;;;
czy klientka będzie musiała zawrzeć nową umowę o pracę czy klienta musi zawrzeć umowę ubezpieczenia odpowiedzialności cywilnej kto będzie pełnił rolę kierownika specjalizacji i czy będzie ponosił odpowiedzialność za błędy klientki czy specjalizacja klientki ulegnie przedłużeniu w związku z delegowaniem;prawo medyczne;;;;;
czy w salonie kosmetycznym powinna znaleźć się gaśnica jeśli tak to jakiej wielkości;prawo administracyjne;;;;;
czy klientka postąpiła właściwie w przedmiotowej sytuacji;prawo medyczne;;;;;
czy wypowiedzenie umowy o pracę złożone przez klienta jest skuteczne;prawo pracy;;;;;
jaki jest wymiar urlopu rodzicielskiego od kiedy klient może skorzystać z urlopu rodzicielskiego w jaki sposób należy zgłosić się do dobrowolnego ubezpieczenia chorobowego;prawo pracy;;;;;
jak klient powinien ustosunkować się do wezwania otrzymanego od izby lekarskiej;prawo medyczne;;;;;
czy skierowanie lekarza rezydenta do pracy przy zwalczaniu epidemii ustne polecenie na podstawie art m ust  ustawy o zawodach lekarza i lekarza dentysty skutkuje przedłużeniem okresu specjalizacji w jaki sposób lekarz rezydent powinien udokumentować oddelegowanie jeżeli odbywa się ono na podstawie ustnego polecenia a fakt zaistnienia oddelegowania jest kluczowyw zakresie ewentualnego przedłużenia trwania okresu specjalizacji;prawo medyczne;;;;;
czy klientka może udzielać świadczeń na podstawie umowy o świadczenie usług medycznych;prawo medyczne;;;;;
czy możliwe jest powiększenie składu osobowego spółki jawnej bez dokonywania zmian w zezwoleniu do prowadzenie apteki;prawo cywilne;;;;;
jak kształtuje się odpowiedzialność lekarza który sam się zgłosi na dyżury w oddziale covidowym;prawo karne;;;;;
jak klientka powinna postąpić aby nie stracić odbytego stażu;prawo medyczne;;;;;
czy klientka może sprzedać mieszkanie córki;prawo cywilne;;;;;
jak prawa i obowiązki ma klientka w związku z wezwaniem przez rzecznika odpowiedzialności zawodowej na przesłuchanie w charakterze świadka;prawo karne;;;;;
czy towarzystwo ubezpieczeniowe może żądać udostępnienia dokumentacji medycznej od lekarza bez załączenia zgody pacjenta;prawo medyczne;;;;;
czy w świetle przepisów prawa i orzecznictwa trzeba nosić maseczkę;prawo karne;;;;;
czy postawienie na działce należącej do klienta domku holenderskiego o powierzchni mniejszej niż  m wymaga zgłoszenia lub pozwolenia na budowę;prawo administracyjne;;;;;
czy możliwe jest zmniejszenie wymiaru czasu pracy gdy pracownik przebywa na urlopie;prawo pracy;;;;;
czy klient ma możliwości skutecznego odwołania się od decyzji wojewody o skierowaniu do pracy przy zwalczaniu epidemii;prawo medyczne;;;;;
czy klient powinien wysyłać dokumentację medyczną pacjenta czy klient powinien podawać numer polisy czy klient może pobrać opłatę za udostępnienie dokumentacji medycznej;prawo medyczne;;;;;
czy klient będąc stomatologiem bez specjalizacji z chirurgii stomatologicznej może pracować w szpitalnym oddziale chirurgii szczękowotwarzowej;prawo medyczne;;;;;
czy klientka może ubiegać się o odszkodowanie za nierówne traktowanie w pracy wysyłając pismo do dyrekcji czy odszkodowania należy dochodzić przed sądem czy w przypadku otrzymania wypowiedzenia umowy o pracę należy je podpisać;prawo pracy;;;;;
czy w sytuacji skierowania przez wojewodę do pracy przy zwalczaniu epidemii jedno z rodziców może być zobligowane do pracy a drugie może zostać z dziećmi czy też oboje rodziców mogą być zobligowani do pracy;prawo medyczne;;;;;
czy przy najmie okazjonalnym najemca może jako lokal zastępczy wskazać dom którego jest współwłaścicielem i podpisać się sam na oświadczeniu;prawo medyczne;;;;;
czy klient ma obowiązek posiadania kasy fiskalnej;prawo podatkowe;;;;;
czy klientka udając się na staż zagraniczny utraci progres dotychczas odbywanego stażu dyplomowego w polsce;prawo medyczne;;;;;
czy w świetle testamentu spadkodawcy wnioski opinii o sygn  ulegną zmianie;prawo cywilne;;;;;
czy viregytk może być sprzedawany w ramach recepty ze  odpłatnością;prawo farmaceutyczne;;;;;
czy klient miał obowiązek wypełnienia ankiety epidemiologicznej;prawo medyczne;;;;;
jak kształtują się podstawy odpowiedzialności klientki i podmiotu leczniczego;prawo medyczne;;;;;
czy przekształcenie lokalu użytkowego niemieszkalnego w lokal mieszkalny jest dopuszczalne i w jaki sposób należy tego dokonać czy zmiana sposobu użytkowania lokalu powinna wiązać się ze zmianami w księdze wieczystej;prawo administracyjne;;;;;
czy dom pogrzebowy może przesyłać skany faktury papierowej bez zgody klienta;prawo podatkowe;;;;;
jak kształtuje się odpowiedzialność za błędy medyczne lekarza rezydenta pracującego na oddziale covidowym czy można ją wyłączyć na mocy stosownej klauzuli w umowie o pracę czy w czasie epidemii wyłączona jest odpowiedzialność karna lekarzy rezydentów;prawo medyczne;;;;;
czy podmiot leczniczy może odwołać klientkę z urlopu wypoczynkowego;prawo pracy;;;;;
czy dzieci farmaceutów będą miały możliwość udania się do żłobkaprzedszkola po  marca  r w związku z zamknięciem przedszkoli jako dzieci pracowników medycznych oraz służb porządkowych;prawo medyczne;;;;;
jaka jest maksymalna dopuszczalna wysokość ogrodzenia pomiędzy działkami na których znajdują się domy jednorodzinne;prawo administracyjne;;;;;
czy w przypadku śmierci wynajmującego umowa najmu wygasa czy z mocy prawa wstępując do niej następcy prawni wynajmującego a może umowa powinna w swojej treści wskazywać co dzieje się po śmierci wynajmującego;prawo cywilne;;;;;
czy do dokonania podziału nieruchomości lokalowej mieszkalnej na lokal użytkowy i mieszkalny wymagana jest uchwała o wyrażeniu zgody wspólnoty mieszkaniowej gdyby uchwała wspólnoty była konieczna  czy w sytuacji ustalania wielkości udziałów w częściach wspólnych nieruchomości istnieje możliwość prawnego zobligowania do tego członka wspólnoty który nie wyraził by na to zgody jakie dokumenty oprócz przedstawionych powinna przygotować klientka do dokonania podziału nieruchomości u notariusza czy podczas jednego spotkania u notariusza klientka może dokonać podziału lokalu oraz przekazania własności jednego z nich poprzez darowiznę;prawo cywilne;;;;;
czy klient może zostać oddelegowany do pracy na oddział covidowy;prawo medyczne;;;;;
czy pracodawca może przymusić pracownika do szczepienia przeciw covid czy pracodawca może z tego powodu zwolnić pracownika dyscyplinarnie czy jeżeli pracownik odmówi szczepienia to powinien pokryć koszty badań z tym związane;prawo pracy;;;;;
czy postępowanie szpitala jest prawidłowe;prawo medyczne;;;;;
w jaki sposób żona klienta może uzyskać informacje na temat próby przeszukania gabinetu;prawo karne;;;;;
czy klientka może usunąć zęba pacjentce bez zgody rodzica;prawo medyczne;;;;;
do kogo klientka powinna zwrócić się o wypłatę niniejszego dodatku do podmiotu leczniczego czy bezpośrednio do nfz;prawo podatkowe;;;;;
czy legalnym jest odkupienie systemu operacyjnego windows od leasingobiorcy który po okresie leasingu wykupił ów system;prawo miädzynarodowe;;;;;
czy właściciel lokalu był uprawniony do złożenia wniosku o uzasadnienie wyroku czy wspólnota mieszkaniowa musi ponieść koszty takiego wniosku;prawo cywilne;;;;;
czy lekarzowi skierowanemu do pracy przy zwalczaniu epidemii decyzją wojewody przysługuje dodatek covidowy;prawo medyczne;;;;;
co klientka może zrobić w związku z otrzymanym pismem;prawo karne;;;;;
czy klientka nie znając pełnych personaliów danej osoby klientka posiada jedynie imięi numer telefonu może złożyć w sądzie wniosek o przesłuchanie danych osób w charakterze świadka czy sąd ma możliwość zobowiązania świadków do udzielenia odpowiedzi na konkretne pytania;prawo cywilne;;;;;
jaki okres wypowiedzenia umowy o pracę obowiązuje klientkę;prawo pracy;;;;;
czy wezwanie zostało klientowi prawidłowo doręczone czy przepisy prawa przewidują minimalny czas na rozbiórkę komórki czy zarządca nieruchomości wspólnej może samodzielnie ustalać od kiedy będzie pobierana opłata zgodnie z uchwałą;prawo cywilne;;;;;
czy viregytk może być sprzedawany w ramach recepty ze  odpłatnością;prawo farmaceutyczne;;;;;
jaka jest sytuacja najemcy w wypadku śmierci wynajmującego;prawo cywilne;;;;;
czy pracodawca może zobowiązać pracownika do szczepienia przeciw covid czy pracodawca może z tego powodu zwolnić pracownika dyscyplinarnie czy jeżeli pracownik odmówi szczepienia to powinien pokryć koszty badań z tym związane;prawo pracy;;;;;
na jak długi okres klientka może zostać skierowana przy pracy przy zwalczaniu covid;prawo medyczne;;;;;
czy ośmioletnie dziecko może złożyć deklarację członkostwa w spółdzielni mieszkaniowej kogo należy powiadamiać o zebraniach opłatach etc w przypadku przyjęcia ośmioletniego dziecka do spółdzielni mieszkaniowej;prawo cywilne;;;;;
czy klientka może zostać skierowana do pracy przy zwalczaniu epidemii pomimo że posiada ona orzeczenie o umiarkowanej niepełnosprawności;prawo medyczne;;;;;
czy w sytuacji gdy postępowanie egzekucyjne zostanie zawieszone klient nie będzie musiał wnosić opłat egzekucyjnych czy w takim wypadku klient będzie zwolniony z wszelkich opłat egzekucyjnokomorniczych;prawo cywilne;;;;;
na jakich zasadach lekarze mają prawo wystawić zaświadczenie pacjentowi zwalniające goz obowiązku maseczki czy poza przepisami z rozporządzenia są jeszcze jakieś inne przepisy czym lekarz powinien się kierować wydając zaświadczenie czy lekarz może wydać zaświadczenie powołując się na zasady etyki lekarskiej;prawo medyczne;;;;;
czy dyrektor szpitala miał prawo oddelegować klientkę do pracy na oddziale covidowym;prawo pracy;;;;;
czy postępowanie szpitala jest prawidłowe;prawo medyczne;;;;;
czy klientka powinna zastosować się do treści wezwania;prawo medyczne;;;;;
czy apteka może prowadzić internetową sprzedaż suplementów diety i kosmetyków jakich formalności powinna dopełnić klientka celem rozpoczęcia takiej działalności;prawo farmaceutyczne;;;;;
czy zarządzenie dyrekcji szpitala jest dla klientki wiążące pomimo zapisu przewidzianego w zawartej przez nią umowie o pracę;prawo pracy;;;;;
czy klient może skutecznie odwołać się od decyzji jakie są warunki pracy w przypadku oddelegowania do pracy przy zwalczaniu epidemii przez wojewodę;prawo medyczne;;;;;
czy pracodawca może wysłać pracownika na badanie covid kto ponosi koszty takiego badania;prawo pracy;;;;;
czy pracodawca ma prawo oddelegować klientkę do pracy na oddziale covidowym;prawo medyczne;;;;;
czy klient może być oddelegowany na oddział covidowy i pełnić funkcje pielęgniarskie czy klient może skorzystać z urlopu bezpłatnego bez zgody pracodawcy;prawo medyczne;;;;;
od jakiego momentu po wydaniu orzeczenia w ii instancji klientce zostanie zawieszone prawo wykonywania zawodu lekarza czy po odbyciu połowy kary możliwe jest ubieganie się o wcześniejsze przywrócenie prawa wykonywania zawodu;prawo karne;;;;;
jakie są zasady oddelegowywania lekarzy rezydentów na oddział covidowy przez pracodawcę;prawo medyczne;;;;;
co w sytuacji jeżeli występują inne niewymienione w przepisach schorzenia np choroby nowotworowe i zmiany na twarzy których nie powinno się drażnić maseczką  jak powinien zachować się lekarz  kierować się ściśle przepisami czy działać zgodnie z wiedzą medyczną dla dobra pacjenta;prawo medyczne;;;;;
czy ubezpieczenie klienta obejmuje swym zakresem pracę na oddziale covidowym;tu interpolska;;;;;
w jaki sposób decyzja wojewody może być dostarczona jakie sankcje grożą klientce w związku z tym że nie stawiła się w szpitalu;prawo medyczne;;;;;
jaki termin ma spółdzielnia na rozpatrzenie odwołania czy brak odpowiedzi jest jednoznaczny z uznaniem odwołania;prawo cywilne;;;;;
czy klientka prowadząc indywidualną praktykę lekarską bez zawartego kontraktu z narodowym funduszem zdrowia w dalszym ciągu ma możliwość wystawiania recept papierowych na starych drukach;prawo medyczne;;;;;
czy tarcza antykryzysowa lub inne przepisy przewidują pomoc finansową dla farmaceutów w związku z epidemią koronawirusa;prawo medyczne;;;;;
czy pracodawca może jednostronnie zmniejszyć żonie klienta wymiar czasu pracy z  na  etatu czy w związku ze zmniejszeniem wymiaru zatrudnienia na skutek epidemii obecnie pracownikowi przysługuje jakieś dodatkowe świadczenie czy w przypadku zamknięcia zakładu pracy żona klienta będzie miała możliwość pobierania zasiłku dla bezrobotnych;prawo pracy;;;;;
kogo w rozumieniu przepisów uznaje się za inwalidę i w jaki sposób należałoby udokumentować inwalidztwo w ramach odwołania od decyzji o skierowaniu do pracy przy zwalczaniu epidemii;prawo karne;;;;;
czy mąż klientki powinien podpisać z bratem umowę najmu lokalu mieszkalnego z datą wsteczną w jakim czasie administrator powinien przedstawiać rozliczenia czy administrator powinien regulować należne drugiemu współwłaścicielowi zyski na bieżąco czy administrator może pobierać wynagrodzenie za sprawowanie zarządu nieruchomością kto może pełnić rolę rozjemcy w sporze między współwłaścicielami;prawo cywilne;;;;;
czy klient może założyć działalność gospodarczą i skorzystać z dofinansowania jeszcze w trakcie odbywania stażu;prawo medyczne;;;;;
czy klient może zostać obciążony karą;prawo medyczne;;;;;
czy klient może zmienić formę prowadzenia działalności gospodarczej czy klient będzie mógł przenieść zezwolenie na nabywcę;prawo farmaceutyczne;;;;;
w jaki sposób należy obecnie doprowadzić do dziedziczenia udziałów w funduszu własności pracowniczej pkp;prawo cywilne;;;;;
czy zamontowanie instalacji fotowoltaicznej zwiększy wymiar podatku od nieruchomości;prawo podatkowe;;;;;
czy klientka może korzystać z kasy zarejestrowanej na indywidualną praktykę lekarską z którą klientka współpracuje kto ponosi ewentualne konsekwencje gdyby klientka musiała korzystać z własnej kasy fiskalnej jaka jest kara i komu jest wymierzana czy klientka ma obowiązek wprowadzenia kasy online;prawo medyczne;;;;;
czy pracodawca ma obowiązek zapewnienia każdemu pracownikowi przejechanie takiej samej ilości kilometrów czy zarząd związku zawodowego jest zobowiązany do udzielenia odpowiedzi na otrzymane pismo;prawo pracy;;;;;
co klientka może skutecznie zmienić miejsce odbywania szkolenia specjalizacyjnego;prawo medyczne;;;;;
kto i jakie procedury musi dopełnić aby mogło dojść do sprzedaży działki;prawo administracyjne;;;;;
jaka odpowiedzialność grozi klientowi w przedmiotowej sprawie czy klient powinien odpowiadać wyczerpująco w odpowiedzi na skargę czy bardziej wskazane wydaje się zachowanie na tym etapie powściągliwości i oczekiwanie na dalszy rozwój wydarzeń;prawo medyczne;;;;;
czy ubezpieczeniowy fundusz gwarancyjny ma obecnie prawo nałożyć na klienta karę za brak wykupionego ubezpieczenia oc samochodu w  r;prawo cywilne;;;;;
czy obecnie należy przeprowadzić dział spadku;prawo cywilne;;;;;
jak kształtuje się odpowiedzialność klientki w trakcie szczepień czy w przypadku skierowania do innej pracy przez pracodawcę pracodawca ma obowiązek zapewnienia szkolenia jak kształtuje się wynagrodzenie rezydenta za czas pracy w godzinach nadliczbowych;prawo karne;;;;;
jakie są prawa i obowiązki klientki na przesłuchaniu w charakterze świadka;prawo karne;;;;;
w jaki sposób oblicza się okres letniego stażu pracy  w jakim podmiocie oraz kiedy musi być przepracowany;prawo farmaceutyczne;;;;;
jak kształtuje się odpowiedzialność odszkodowawcza lekarza na tzw kontrakcie;prawo medyczne;;;;;
jaki jest termin na zawiadomienie wskazanych organów jeżeli tak to jakie konsekwencje wiążą się z niedotrzymaniem terminu;prawo farmaceutyczne;;;;;
jakie prawa i obowiązki ma osoba wezwana na przesłuchanie w charakterze świadka wpostępowaniu cywilnym;prawo medyczne;;;;;
czy obowiązek posiadania kas fiskalnych online od  lipca  r dotyczy lekarzy i podmiotów leczniczych;prawo podatkowe;;;;;
co w świetle przedstawionego stanu faktycznego powinna w pierwszej kolejności uczynić wspólnota mieszkaniowa;prawo cywilne;;;;;
w jaki sposób można odzyskać pieniądze;prawo karne;;;;;
jakie są prawa i obowiązki klienta na przesłuchaniu w charakterze świadka;prawo karne;;;;;
czy dokument który posiada klientka wystarczy do udokumentowania stażu zatrudnienia jak obecnie może zachować się klientka;prawo pracy;;;;;
w jakich sytuacjach możliwe jest prowadzenie dokumentacji w formie papierowej jak wygląda sytuacja z rodo w przypadku korzystania z systemów obsługujących dokumentację medyczną czy lekarze w pełni mogą im zaufać kto ponosi odpowiedzialność za dane osobowe czy możliwe jest indywidualne stworzenie takiego programu przez jakiegoś informatyka;prawo administracyjne;;;;;
czy dyżurowanie w nocnej pomocy lekarskiej niśoz w szpitalu o ii stopniu zabezpieczenia uprawnia klienta do otrzymania dodatku covidowego;prawo medyczne;;;;;
jak powinna być prowadzona ewidencja sporządzonych w aptece leków recepturowych czy można prowadzić ją w formie elektronicznej;prawo farmaceutyczne;;;;;
czy sprzedaż części ułamkowej  lokalu użytkowego kupionego w  r w procedurze zwolnienia z vat będzie podlegała opodatkowania tym podatkiem;prawo podatkowe;;;;;
jakie są korzyści z posiadania orzeczenia o chorobie zawodowej wywołanej przez covid np do emerytury czy jest konieczne aby w zakładzie opieki zdrowotnej było stwierdzone ognisko epidemii;prawo pracy;;;;;
jak należy postąpić w przedmiotowej sytuacji;prawo karne;;;;;
czy osoby funkcyjne mogą świadczyć usługi na rzecz izby aptekarskiej w ramach prowadzonej działalności gospodarczej czy w takim przypadku izba będzie zobowiązana do odprowadzania składek na ubezpieczenia społeczne;prawo administracyjne;;;;;
czy są prawne możliwości realizacji pomysłu klienta;prawo cywilne;;;;;
czy klientka może zawrzeć umowę proponowaną przez pracodawcę u którego odbywa staż podyplomowy;prawo medyczne;;;;;
czy podczas wykonywania testów z platformy eedukacja klientce należy się urlop szkoleniowy;prawo farmaceutyczne;;;;;
czy na receptach spoza ue na rewersie należy wpisywać dane paszportu;prawo farmaceutyczne;;;;;
czy można się od tego wyroku odwołać;prawo karne;;;;;
czy możliwe jest dokonanie przez pracodawcę wypowiedzenia zmieniającego wraz z obniżeniem wynagrodzenia ewentualnie uzupełnienie różnicy dodatkiem;prawo pracy;;;;;
czy treść umowy o zakazie konkurencji podpisanej przez klientkę jest zgodna z prawem;prawo pracy;;;;;
czy w przypadku sprzedaży na kwotę do  złotych apteka może wystawić standardową fakturę vat;prawo podatkowe;;;;;
czy spółdzielnia mieszkaniowa mogłaby wydzielić parking i oznaczyć że należy on do wyłącznego użytku mieszkańców jednego bloku;prawo administracyjne;;;;;
w jaki sposób klient powinien się zachować jakie są prawa i obowiązki świadka w postępowaniu cywilnym;prawo medyczne;;;;;
czy staż klientki będzie wydłużony o czas pobytu na sor;prawo medyczne;;;;;
czy gabinet służący do udzielania świadczeń zdrowotnych może być pomieszczeniem przejściowym;prawo medyczne;;;;;
czy z tytułu szkolenia klientowi będzie przysługiwał dodatkowy dzień wolny urlop szkoleniowy;prawo pracy;;;;;
jaki okres wypowiedzenia obowiązuje klientkę czy można skrócić okres wypowiedzenia;prawo pracy;;;;;
czy pracodawca ma prawo oddelegować klienta do pracy przy kwalifikowaniu do szczepienia przeciw covid;prawo medyczne;;;;;
jaką procedurę należy rozpocząć i kto ma ją przeprowadzić aby ustalić czy są jacyś spadkobiercy po zmarłym;prawo cywilne;;;;;
czy klient po powrocie z dominikany będzie objęty obowiązkiem odbycia kwarantanny czy klient istnieje możliwość uniknięcia obowiązku kwarantanny;prawo medyczne;;;;;
czy okres wypowiedzenia wynosi  tygodnie czy w przypadku okresu wypowiedzenia liczy się staż pracy w danym szpitalu czy ogólny staż pracy;prawo pracy;;;;;
w jaki sposób klient może wystąpić o ustawienie znaku który zakaże przejazdu autokarów;prawo administracyjne;;;;;
czy pracownik jest zobowiązany wykonać badania okresowe u lekarza wskazanego przez pracodawcę czy też może wybrać się do jakiegokolwiek innego lekarza medycyny pracy;prawo pracy;;;;;
w jaki sposób klient może uzyskać numer księgi wieczystej swojego mieszkania;prawo cywilne;;;;;
jak kształtują się prawa i obowiązki klientki w związku z wezwaniem na przesłuchanie do prokuratury;prawo karne;;;;;
czy na receptach spoza ue zagranicznych np z ukrainy na rewersie należy wpisywać dane paszportu;prawo farmaceutyczne;;;;;
czy klient jako farmaceuta może zostać zatrudniony w ramach stażu z urzędu pracy z wynagrodzeniem niższym niż minimalne;prawo pracy;;;;;
czy do powierzchni użytkowej lokalu można doliczyć powierzchnię pomieszczenia gospodarczego oraz garażu;prawo administracyjne;;;;;
który podmiot leczniczy powinien wypłacić dodatek covidowy klientce która realizując staż podyplomowy dyżurowała w podmiocie zewnętrznym w ramach szpitalnego oddziału ratunkowego;prawo medyczne;;;;;
czy klientka musi podpisać umowę czy przedsiębiorstwo energetyczne będzie musiało pokryć szkodę spowodowaną pracami budowlanymi;prawo cywilne;;;;;
czy apteka może żądać od farmaceuty dostarczenia notarialnie poświadczonej kopii prawa wykonywania zawodu czy apteka może żądać od zatrudnianego farmaceuty kopii dowodu osobistego;prawo pracy;;;;;
czy klient powinien udostępnić dane na żądanie przedstawiciela banku;prawo administracyjne;;;;;
czy udział w odziedziczonej nieruchomości pochodzącej ze wspólnoty rolniczej przeszedł na klienta jeżeli nie to co należy zrobić w tym celu;prawo cywilne;;;;;
zgoda jakiego organu jest wymagana w niniejszej sytuacji;prawo medyczne;;;;;
czy w wypowiedzeniu umowy o pracę zawartej na czas nieokreślony musi być podany powód wypowiedzenia czy w przypadku gdy umowa zostanie wypowiedziana niezgodnie z prawem pracownik musi być przywrócony do pracy czy można wypłacić pracownikowi odszkodowanie;prawo pracy;;;;;
czy obowiązek posiadania kas fiskalnych online od  lipca  r dotyczy lekarzy i podmiotów leczniczych;prawo podatkowe;;;;;
czy apteka ogólnodostępna może wysyłać leki na receptę do pacjenta jeżeli nie to jaki są możliwe konsekwencje takiego działania;prawo farmaceutyczne;;;;;
czy pracodawca ma prawo zastosować wskazane rozwiązanie czy pracodawca ma prawo ewidencjonowania czasu pracy osób które nie pracują w formie zdalnej;prawo pracy;;;;;
ile wynosi w tej sytuacji okres wypowiedzenia i kiedy klientka powinna zakończyć pracę w tym miejscu;prawo cywilne;;;;;
czy w związku z nieścisłością w sprawie ilości leków klientka może dostać wypowiedzenie dyscyplinarne;prawo farmaceutyczne;;;;;
czy klientka może się ubiegać o mieszkanie z wojska;prawo administracyjne;;;;;
jakie są prawa i obowiązki klientki na przesłuchaniu w charakterze świadka;prawo karne;;;;;
czy apteka może żądać od farmaceuty dostarczenia notarialnie poświadczonej kopii prawa wykonywania zawodu na koszt klientki czy pracodawca może zatrzymać kopie dokumentów przekazanych przez klientkę w aktach pracowniczych;prawo pracy;;;;;
czy klientka mogła wprowadzić taką procedurę i czy może ją utrzymać po odwołaniu epidemii;prawo medyczne;;;;;
jakie oc powinien wykupić kwotę suma gwarancyjna jakie są inne dopuszczalne formy zabezpieczenia przed roszczeniami ze strony pacjentów;prawo medyczne;;;;;
czy pracodawca może zmniejszyć etat matce klientki czy pracodawca może oddelegować klientkę do innej apteki;prawo pracy;;;;;
co może zrobić klientka w przedmiotowej sprawie;prawo cywilne;;;;;
klientka zwraca się z prośbą o pomoc w sporządzeniu repliki na odpowiedź na zarzuty w postępowaniu upominawczym;prawo cywilne;;;;;
czy w świetle stanu faktycznego żona klienta może prowadzić działalność gospodarcząw przedmiotowym lokalu;prawo administracyjne;;;;;
czy klientowi przysługiwać będzie dzień wolny w związku z tym że święto  maja przypada w sobotę;prawo medyczne;;;;;
czy klientka może wydać zaświadczenie o stanie zdrowia pacjenta rodzinie pacjenta w celu umożliwienia złożenia wniosku o ubezwłasnowolnienie pacjenta;prawo medyczne;;;;;
jakie możliwości prawne w przedstawionej sytuacji posiada pracodawca jak w odniesieniu do tych możliwości może zareagować klientka;prawo pracy;;;;;
czy zainteresowany mógł skorzystać z urlopu na żądnie w przedmiotowej sprawie jaka sankcja grozi pracodawcy za brak przeprowadzenia wymaganego szkolenia bhp;prawo pracy;;;;;
od jakiego momentu czynsz najmu jest należny nowemu właścicielowi;prawo cywilne;;;;;
czy właściciel lokalu może zbierać podpisy pod swoim projektem uchwały wspólnoty mieszkaniowej i uchwalić ją przez zebranie podpisów z pominięciem zarządu wspólnoty;prawo cywilne;;;;;
co powinien zrobić klient;prawo medyczne;;;;;
czy pracodawca dowie się z jakiej przyczyny klient jest na kwarantannie czy w ważnej sprawie mechanik może przyjść do klienta żeby naprawić uszkodzoną instalację czy klient może odebrać list od listonosza który do niego przyjdzie czy gdyby klient wyszedł z domu i zatrzymała go na tym policja to czy w razie wykonania testu byłaby to podstawa do odwołania;prawo medyczne;;;;;
czy żona klienta zobowiązana jest do wykorzystania urlopu wypoczynkowego przed pójściem na urlop wychowawczy;prawo pracy;;;;;
czy klientka jako kierownik podmiotu leczniczego powinna dodatkowo poinformować pacjentkę o odmowie udzielenia świadczeń czy obowiązek ten leżał po stronie lekarza jak należy zachować się obecnie w związku z ponownym zgłoszeniem się pacjentki do podmiotu;prawo medyczne;;;;;
czy pracodawca będzie mógł wypowiedzieć umowę o pracę jeżeli pracownik skorzysta z dnia wolnego na oddanie krwi czy w przypadku takiego wypowiedzenia pracownik będzie mógł się odwołać;prawo pracy;;;;;
czy klientkę obowiązują nowe przepisy dotyczące obowiązku prowadzenia kasy fiskalnej online;prawo podatkowe;;;;;
czy zapisy nowej umowy są niekorzystne dla klientki czy klientka powinna domagać się zmiany warunków w formie aneksu do obowiązującej umowy czy zakładając że klientka podpisze nową umowę nie zamyka to roszczeń do ewentualnego wystąpienia o wyrównanie dodatku covidowego z przeszłości;prawo cywilne;;;;;
czy klientka może w jakiś sposób sprzedać samochód należący do jej zmarłej matki jak wygląda zakres dostępu rodziny do konta bankowego osoby zmarłej;prawo cywilne;;;;;
czy konsument może odstąpić od umowy zawartej na odległość jeżeli zakupił suplement diety z krótkim terminem ważności;prawo administracyjne;;;;;
czy klientka może pełnić dyżury medyczne na oddziale położnictwa na podstawie umowy kontraktowej;prawo medyczne;;;;;
czy istnieje możliwość otwarcia punktu aptecznego w tej samej miejscowości w której istnieje już apteka czy istnieje możliwość otwarcia drugiej apteki w tej samej miejscowości w odległości około  metrów w jaki sposób wylicza się odległość w takim przypadku;prawo farmaceutyczne;;;;;
czy żona klienta może ubiegać się o wypłatę środków z funduszu gwarantowanych świadczeń pracowniczych jakie warunki należy spełnić aby otrzymać takie świadczenie;prawo pracy;;;;;
czy zachowanie męża klientki wypełnia przesłanki do wszczęcia przeciwko niemu postępowania dyscyplinarnego;prawo medyczne;;;;;
jakie kroki może podjąć klient w przedmiotowej sprawie;prawo cywilne;;;;;
czy istnieje prawnie dopuszczalna możliwość sprzedaży przez klientkę apteki ogólnodostępnej wraz z zezwoleniem na prowadzenie apteki spółce jawnej farmaceutów bądź farmaceutom wykonującym działalność w ramach innej formy prawnej;prawo farmaceutyczne;;;;;
czy pacjent ma prawo żądać numeru polisy ubezpieczeniowej podmiotu leczniczego jak kształtuje się odpowiedzialność podmiotu leczniczego i lekarzy w przedmiotowej sprawie;prawo medyczne;;;;;
czy umowa przesłana przez klienta jest zgodna z obecnie obowiązującymi przepisami;prawo medyczne;;;;;
czy klientka będzie mogła skorzystać ze zwolnienia z vat jeżeli będzie świadczyć usługi na rzecz podmiotu leczniczego jako farmaceuta;prawo medyczne;;;;;
czy jeżeli klientka ukończy kurs w cem i uzyska odpowiedni certyfikat to będzie mogła przeprowadzać zabiegi których nauczy się na tym kursie;prawo medyczne;;;;;
jakie obecnie obowiązują limity osób w przypadku spotkań;prawo medyczne;;;;;
czy na podstawie przesłanej umowy klient będzie zobowiązany do świadczenia usług w dowolnej wskazanej przez zleceniodawcę placówce;prawo medyczne;;;;;
czy klientka może skrócić czas otwarcia apteki;prawo farmaceutyczne;;;;;
czy przy przyjęciu spadku z dobrodziejstwem inwentarza klient może odpowiadać całym majątkiem jaki będzie termin do odrzucenia spadku przez dzieci klienta w jaki sposób klient dowie się o tym że jest spadkobiercą co klient powinien zrobić aby nie dziedziczyć spadku;prawo cywilne;;;;;
jak przedstawia się odpowiedzialność klientki w jaki sposób klientka może zatrzymać rozpowszechnianie zdjęcia;prawo karne;;;;;
